actorId,name,x,y,community,degree
nm0950935,Rick Yune,0.0084,0.003,4,9
nm0000115,Nicolas Cage,0.0084,0.003,4,9
nm7854903,Brian Hull,0.0142,0.027,3,9
nm0001287,Heather Graham,0.001,-0.0143,10,9
nm0000169,Tommy Lee Jones,0.001,-0.0142,10,9
nm7425091,Alex Haydon,0.0086,0.0037,4,9
nm2592911,Aleksei Archer,0.0086,0.0035,4,9
nm0004906,Peter Facinelli,0.0086,0.0035,4,9
nm0000162,Anne Heche,0.0086,0.0035,4,9
nm3569001,Aaron Joshua,0.0524,0.0109,9,9
nm10843240,Katia Mullova-Brind,0.0521,0.0111,9,9
nm0028222,Dimitri Andreas,0.0523,0.0109,9,9
nm0000849,Javier Bardem,0.0524,0.0108,9,9
nm0000161,Salma Hayek,0.052,0.0111,9,9
nm3244078,David Castañeda,-0.0114,0.0058,8,9
nm0000160,Ethan Hawke,-0.0116,0.0057,8,9
nm2394568,Swen Temmel,-0.0193,-0.0109,3,9
nm0000154,Mel Gibson,-0.0193,-0.0105,3,9
nm0509937,Judith Light,-0.0003,-0.0111,2,9
nm1961693,Quinton 'Rampage' Jackson,-0.0146,-0.0281,3,9
nm1720028,Amber Heard,-0.0167,-0.026,3,9
nm0005107,Lenny Kravitz,-0.0189,-0.0086,3,9
nm0001507,Cheech Marin,-0.0191,-0.0091,3,9
nm0000182,Jennifer Lopez,-0.0191,-0.0092,3,9
nm11302980,Bram Hornung,0.0218,-0.0228,5,9
nm0000178,Diane Lane,0.0219,-0.0228,5,9
nm2112939,Rick Mora,0.0083,0.0106,3,9
nm0000174,Val Kilmer,0.0079,0.0096,3,9
nm1320827,Randall Park,-0.0167,-0.0258,3,9
nm0933940,Patrick Wilson,-0.0167,-0.0259,3,9
nm0607325,Temuera Morrison,-0.0167,-0.026,3,9
nm0000173,Nicole Kidman,-0.0168,-0.026,3,9
nm1490478,Nicole Steinwedell,0.001,-0.0142,10,9
nm10802681,Roger Dorman,0.001,-0.0143,10,9
nm0154543,Deborah Chavez,0.001,-0.0143,10,9
nm1431940,Evangeline Lilly,0.0159,0.0017,6,9
nm0618960,Guy Nadon,0.0159,0.0016,6,9
nm0000198,Gary Oldman,0.0159,0.0017,6,9
nm0005541,Marlon Wayans,-0.0108,0.0052,8,9
nm0000195,Bill Murray,-0.0109,0.0052,8,9
nm9581005,DeMarius Copes,-0.0298,0.0195,15,9
nm6516135,Nik Dodani,-0.0298,0.0195,15,9
nm3964350,Amandla Stenberg,-0.0298,0.0195,15,9
nm3239803,Kaitlyn Dever,-0.0298,0.0196,15,9
nm0010736,Amy Adams,-0.0297,0.0194,15,9
nm0000194,Julianne Moore,-0.0298,0.0194,15,9
nm1042825,Phil Hendrie,-0.0266,-0.0344,14,9
nm0000190,Matthew McConaughey,-0.0266,-0.0344,14,9
nm9556040,Olya Banar,-0.0151,-0.0287,3,9
nm8556087,Riccardo Berdini,-0.0147,-0.0282,3,9
nm3018878,Jani Zhao,-0.0167,-0.0258,3,9
nm0898546,Pruitt Taylor Vince,-0.0145,-0.0382,11,9
nm0568770,Megan McFarland,-0.0143,-0.0383,11,9
nm0000377,Richard Dreyfuss,-0.0145,-0.0377,11,9
nm9403098,Demi Singleton,-0.0021,-0.0037,6,9
nm6822586,Daniele Lawson,-0.0023,-0.0039,6,9
nm5181138,Saniyya Sidney,-0.0022,-0.004,6,9
nm0254712,Aunjanue Ellis-Taylor,-0.0023,-0.0041,6,9
nm0000226,Will Smith,-0.0022,-0.004,6,9
nm1367490,Bruna Marquezine,-0.0527,-0.0127,17,9
nm0056770,Adriana Barraza,-0.0528,-0.0127,17,9
nm0001990,Elpidia Carrillo,-0.0528,-0.0126,17,9
nm0000215,Susan Sarandon,-0.0528,-0.0126,17,9
nm8788383,Bianca Bosch,0.0011,0.0003,16,9
nm8624059,Jacob Elordi,0.0011,0.0003,16,9
nm5114966,Maisie Richardson-Sellers,0.0011,0.0004,16,9
nm0000208,Molly Ringwald,0.001,0.0004,16,9
nm4497226,Aj Brody,-0.0194,-0.0005,22,9
nm0000312,Amy Brenneman,-0.0193,-0.0005,22,9
nm7648635,Manoj Mishra,-0.0189,0.0106,11,9
nm4650882,Aditi Chengappa,-0.0186,0.0103,11,9
nm2368990,Shari Rigby,-0.0185,0.0115,11,9
nm0000286,Stephen Baldwin,-0.0192,0.0102,11,9
nm2215706,Roman Mitichyan,-0.011,-0.0412,3,9
nm1476806,Tyler Jon Olson,-0.0107,-0.041,3,9
nm0629697,Rachel Nichols,-0.012,-0.0396,3,9
nm0005241,Ralf Moeller,-0.0131,-0.0411,3,9
nm2650359,Piero Ali Passatore,0.0186,0.0315,18,9
nm0626259,Franco Nero,0.0186,0.0314,18,9
nm0001159,Faye Dunaway,0.0186,0.0314,18,9
nm0000228,Kevin Spacey,0.0186,0.0314,18,9
nm1683193,Andrea Frankle,-0.0144,-0.0381,11,9
nm0930317,Cress Williams,-0.0145,-0.038,11,9
nm0000346,Macaulay Culkin,0.0201,-0.0006,26,9
nm8704826,Emmanuel Rossi,-0.0319,0.0226,25,9
nm0000339,Roger Corman,-0.0319,0.0226,25,9
nm0001826,M. Emmet Walsh,-0.009,0.0185,24,9
nm0000409,Brendan Fraser,-0.009,0.0185,24,9
nm0000335,Glenn Close,-0.009,0.0185,24,9
nm0156567,Eddie Cheung,0.0024,-0.0049,23,9
nm0155284,Kelly Chen,0.0024,-0.0049,23,9
nm0000334,Chow Yun-Fat,0.0024,-0.0049,23,9
nm7055164,Bin Zhou,0.0024,-0.0049,23,9
nm6184064,Jianping Yang,0.0024,-0.0049,23,9
nm3139059,Lin He,0.0024,-0.0049,23,9
nm1659547,Carey Mulligan,-0.0182,-0.0059,3,9
nm1555340,Alison Brie,-0.0177,-0.0053,3,9
nm0000317,Clancy Brown,-0.0179,-0.0056,3,9
nm6749842,Dallilah Aliaga,-0.0194,-0.0005,22,9
nm0000391,Rupert Everett,0.0159,0.0008,6,9
nm1063517,Kathryn Hahn,0.0143,0.0271,3,9
nm0000376,Fran Drescher,0.0143,0.0271,3,9
nm4428577,Daria Panchenko,-0.0253,-0.0344,28,9
nm2840660,Mathieu Nicourt,-0.0252,-0.0344,28,9
nm10933149,Norbert Hamelin,-0.0253,-0.0344,28,9
nm10933148,Qianyum Lysis,-0.0253,-0.0344,28,9
nm0396391,Michel Houellebecq,-0.0253,-0.0344,28,9
nm0000367,Gérard Depardieu,-0.0253,-0.0344,28,9
nm9790053,Anastasia Balan,-0.0238,0.011,27,9
nm12120804,Hassan Khan,-0.0238,0.011,27,9
nm0000353,Willem Dafoe,-0.0238,0.011,27,9
nm5960961,Cory Kennedy,0.0202,-0.0007,26,9
nm2393500,Illyse Singer,0.0199,-0.0004,26,9
nm2194534,Adam Green,0.0201,-0.0006,26,9
nm1767051,BP Fallon,0.0202,-0.0007,26,9
nm3231721,Irene Morales,-0.0,-0.0003,29,9
nm2395048,Adriene Mishler,-0.0001,0.0,29,9
nm0000413,Janeane Garofalo,-0.0001,0.0001,29,9
nm3387568,Klara Bielawka,-0.0004,-0.0119,1,9
nm2501633,Lena Dunham,-0.0004,-0.0119,1,9
nm0263253,Tenniel Evans,-0.0004,-0.0119,1,9
nm0001329,Nigel Hawthorne,-0.0004,-0.0119,1,9
nm3666749,Taylour Paige,-0.009,0.0185,24,9
nm10596213,Andrew Joseph Brodeur,-0.009,0.0185,24,9
nm0484916,Jen Landon,-0.009,0.0185,24,9
nm0000982,Josh Brolin,-0.009,0.0185,24,9
nm5359536,Alexis G. Zall,-0.0175,-0.0045,3,9
nm0682970,Amy Pietz,-0.0166,-0.0032,3,9
nm0000407,Vivica A. Fox,-0.0182,-0.0058,3,9
nm9391490,Layla Burns,0.0159,0.0005,6,9
nm0171674,Kenneth Collard,0.0159,0.0005,6,9
nm0005224,Alex Meneses,-0.0027,-0.0052,6,9
nm0000446,Mariel Hemingway,-0.0027,-0.0054,6,9
nm5294636,Tasya Teles,-0.0025,-0.0234,3,9
nm2314705,Brent Bailey,-0.0021,-0.0222,3,9
nm1795464,Erik Fellows,-0.0024,-0.023,3,9
nm1564024,Texas Battle,-0.011,-0.0413,3,9
nm10045309,Jonathan Galanis,-0.0108,-0.0415,3,9
nm0714739,Ian Reddington,-0.0067,-0.0347,3,9
nm0001720,Ivan Sergei,-0.0018,-0.0211,3,9
nm0762248,Stefania Sandrelli,0.1055,-0.0018,31,9
nm0317561,Fabrizio Gifuni,0.1055,-0.0018,31,9
nm0143309,Chiara Caselli,0.1055,-0.0018,31,9
nm0000423,Serena Grandi,0.1055,-0.0018,31,9
nm2988329,Giacomo Rossetto,0.1055,-0.0018,30,9
nm0000420,Valeria Golino,0.1055,-0.0018,30,9
nm4609222,Colin Burgess,-0.0,-0.0003,29,9
nm8448992,Pierre Maillard,-0.005,0.0024,36,9
nm0693591,Antoine Poulet,-0.005,0.0024,36,9
nm0000483,Christopher Lambert,-0.005,0.0024,36,9
nm2793591,Astrid Bergès-Frisbey,-0.0008,-0.013,35,9
nm0000463,Famke Janssen,-0.0008,-0.0132,35,9
nm3954882,Ali Hassan,-0.0532,-0.0112,34,9
nm2107127,Anastasia Phillips,-0.0533,-0.0111,34,9
nm2106870,Kristian Bruun,-0.0532,-0.0112,34,9
nm0039148,Aaron Ashmore,-0.0532,-0.0112,34,9
nm0000452,Lauren Holly,-0.0532,-0.0112,34,9
nm3546868,Ryan DeLuca,0.0034,0.001,3,9
nm0001002,Dean Cain,0.0038,0.0024,3,9
nm0000449,Natasha Henstridge,0.0043,0.0035,3,9
nm4209644,Graham Wolfe,-0.0205,-0.0052,33,9
nm3041049,Adam Danoff,-0.0202,-0.0052,33,9
nm0000448,Lance Henriksen,-0.0208,-0.0051,33,9
nm1564072,Lenora Crichlow,0.0291,-0.024,37,9
nm0569226,Bruce McGill,0.0285,-0.023,37,9
nm0005068,Vinnie Jones,0.0292,-0.0242,37,9
nm0000532,Malcolm McDowell,0.0292,-0.0243,37,9
nm11894470,Patricia Grier,-0.0102,-0.0332,11,9
nm0000531,Frances McDormand,-0.0102,-0.0332,11,9
nm7565671,Kayla Caulfield,-0.0157,-0.0022,33,9
nm1047883,Dominic Fumusa,-0.0155,-0.0022,33,9
nm0337053,Steven Grayhm,-0.0155,-0.0022,33,9
nm0000515,Virginia Madsen,-0.0154,-0.0022,33,9
nm7441022,Shalini Pandey,-0.0167,-0.0192,3,9
nm2300127,Lauren Compton,-0.0136,-0.029,3,9
nm1251243,Olivia Dunkley,-0.0164,-0.021,3,9
nm0513598,David Lipper,-0.0121,-0.0247,3,9
nm0000491,John Leguizamo,-0.0004,-0.0111,2,9
nm8988411,Marc Fraize,-0.005,0.0025,36,9
nm7214377,Mitchell L. Johnson,0.0086,0.0035,4,9
nm2242932,Kenzie Dalton,0.0091,0.0052,4,9
